category,name,parent,body_md,source,tags
feat,Boon of Fluid Forms,,"## Boon of Fluid Forms

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Shapechanger.** You can take a XPHB action to shape-shift into a Beast, Humanoid, or Monstrosity with a Challenge Rating|XPHB no higher than 10. When you shape-shift, you gain a number of Temporary Hit Points|XPHB equal to the Hit Points|XPHB of the form. The shape-shifting effect lasts for 1 hour, and it ends early if you have no Temporary Hit Points|XPHB left or if you take a XPHB action to return to your true form.
Your game statistics are replaced by the stat block of the chosen form, but you retain your creature type; alignment; personality; Intelligence, Wisdom, and Charisma scores; Hit Points|XPHB; Hit Point Dice|XPHB; proficiencies; and ability to communicate. If you have the Spellcasting or Pact Magic feature, you retain it too. Upon shape-shifting, you determine whether your equipment drops to the ground or changes in size and shape to fit the new form while you're in it.
Once you use this benefit, you can't do so again until you finish a Long Rest|XPHB.

**Hardy Transformation.** When you gain Temporary Hit Points|XPHB when you shape-shift, increase that number of Temporary Hit Points|XPHB by 20.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of Fortitude,,"## Boon of Fortitude

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Fortified Health.** Your Hit Points|XPHB|Hit Point maximum increases by 40. In addition, whenever you regain Hit Points|XPHB, you can regain additional Hit Points|XPHB equal to your Constitution modifier. Once you've regained these additional Hit Points|XPHB, you can't do so again until the start of your next turn.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Fortune's Favor,,"## Boon of Fortune's Favor

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Saving Throw Reroll.** When you fail a saving throw, you can reroll it and must use the new roll. Once you use this benefit, you can't do so again until the start of your next turn.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of Irresistible Offense,,"## Boon of Irresistible Offense

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Overcome Defenses.** The Bludgeoning, Piercing, and Slashing damage you deal always ignores Resistance|XPHB.

**Overwhelming Strike.** When you roll a 20 on the d20 for an attack roll, you can deal extra damage to the target equal to the ability score increased by this feat. The extra damage's type is the same as the attack's type.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Looming Shadows,,"## Boon of Looming Shadows

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Shadowy Stretch.** When you take the XPHB action, your reach for your Melee weapon attacks increases by 10 feet until the end of your turn.

**Dancing Silhouette.** You can take the XPHB action as a Bonus Action|XPHB.

*Source: ABH*",ABH,feat;abh
feat,Boon of Misty Escape,,"## Boon of Misty Escape

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Gaseous Form.** If you drop to 0 Hit Points|XPHB but aren't killed outright, you can instead drop to 1 Hit Points|XPHB|Hit Point and cast XPHB without expending a spell slot (no action required). When you cast this spell this way, you can target only yourself, your Fly Speed|XPHB is 20 feet, and you regain 10 Hit Points|XPHB at the start of each of your turns for the spell's duration. The spell's spellcasting ability is the ability increased by this feat.
Once you use this benefit, you can't do so again until you finish a Long Rest|XPHB.

*Source: ABH*",ABH,feat;abh
feat,Boon of Poison Mastery,,"## Boon of Poison Mastery

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Antitoxic.** You have Immunity|XPHB to Poison damage and the XPHB condition.

**Perfect Poisoner.** Once per turn, when you roll dice to determine Poison damage a creature takes from your attack, spell, or feature, you can instead use the highest number possible for each die.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of Recovery,,"## Boon of Recovery

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Last Stand.** When you would be reduced to 0 Hit Points|XPHB, you can drop to 1 Hit Points|XPHB|Hit Point instead and regain a number of Hit Points|XPHB equal to half your Hit Points|XPHB|Hit Point maximum. Once you use this benefit, you can't use it again until you finish a Long Rest|XPHB.

**Recover Vitality.** You have a pool of ten d10s. As a Bonus Action|XPHB, you can expend dice from the pool, roll those dice, and regain a number of Hit Points|XPHB equal to the roll's total. You regain all the expended dice when you finish a Long Rest|XPHB.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Revelry,,"## Boon of Revelry

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Inspire Dance.** You always have the XPHB spell prepared. You can cast it once without a spell slot, and you regain the ability to cast it that way when you finish a Long Rest|XPHB. You can also cast the spell using any spell slots you have of the appropriate level.
When you cast the spell, it requires no spell components, and taking damage doesn't break your XPHB on it.

**Sing Out.** While a creature that failed its saving throw against your XPHB has the XPHB condition from that spell, it can't cast spells with Verbal components, and it sings delightful nonsense if it can sing.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of Siberys,,"## Boon of Siberys

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Aberrant Magic.** Choose a level 8 or lower spell from the Sorcerer spell list|spells|class=Sorcerer|level=0;1;2;3;4;5;6;7;8 or a spell from the Siberys Dragonmark Spells table (the table includes dragonmark suggestions if you'd like to associate a spell with one of the marks). You always have that spell prepared. You can cast it once without a spell slot or spell components, and you regain the ability to cast it in that way when you finish a Short Rest|XPHB|Short or Long Rest|XPHB. You can also cast this spell using any spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for this spell (choose when you gain this feat).
*[Table: Siberys Dragonmark Spells]*
| Spell | Suggested Dragonmark |
|---|---|
| XPHB | Handling |
| XPHB | Storm |
| XPHB | Making |
| XPHB | Hospitality |
| XPHB | Warding |
| XPHB | Sentinel |
| XPHB | Passage |
| XPHB | Shadow |
| XPHB | Healing |
| XPHB | Scribing |
| XPHB | Finding |
| XPHB | Detection |

*Source: EFA*",EFA,feat;efa
feat,Boon of Skill,,"## Boon of Skill

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**All-Around Adept.** You gain proficiency in all skills.

**Expertise.** Choose one skill in which you lack Expertise|XPHB. You gain Expertise|XPHB in that skill.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Speed,,"## Boon of Speed

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Escape Artist.** As a Bonus Action|XPHB, you can take the XPHB action, which also ends the XPHB condition on you.

**Quickness.** Your Speed|XPHB increases by 30 feet.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Spell Recall,,"## Boon of Spell Recall

**Prerequisite:** Spellcasting2020
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Free Casting.** Whenever you cast a spell with a level 1-4 spell slot, roll 1d4. If the number you roll is the same as the slot's level, the slot isn't expended.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of Terror,,"## Boon of Terror

**Prerequisite:** None
**Ability Score Increase:** CHA +1, MAX +30

You gain the following benefits.

**Fearless.** You have Immunity|XPHB to the XPHB condition.

**Flee, Fools!.** When a creature with the XPHB condition starts its turn within 60 feet of you, you can take a Reaction|XPHB to stoke its terror, provided you can see the creature and it isn't behind Cover|XPHB|Total Cover. If you do so, the creature must succeed on a Wisdom saving throw (DC 8 plus your Charisma modifier and your Proficiency|XPHB|Proficiency Bonus) or spend its turn moving away from you by the fastest available means. Once you use this benefit, you can't use it again until you finish a Short Rest|XPHB|Short or Long Rest|XPHB.

**Intimidating.** You gain Proficiency|XPHB in the XPHB skill if you don't already have it. You also gain Expertise|XPHB in XPHB.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of Truesight,,"## Boon of Truesight

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Truesight.** You have XPHB with a range of 60 feet.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of the Bright Sun,,"## Boon of the Bright Sun

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Daylight Presence.** As a Bonus Action|XPHB, you radiate a 30-foot Emanation [Area of Effect]|XPHB|Emanation of Bright Light|XPHB that is sunlight. If any of the Emanation [Area of Effect]|XPHB|Emanation's area overlaps with an area of XPHB created by a spell, that spell is dispelled. The Emanation [Area of Effect]|XPHB|Emanation lasts until you dismiss it (no action required), die, or have the XPHB condition.

**Fortifying Light.** When your Daylight Presence is active, at the start of each of your turns, you and allies you can see in your Daylight Presence gain 10 Temporary Hit Points|XPHB.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of the Furious Storm,,"## Boon of the Furious Storm

**Prerequisite:** Spellcasting2020
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Eye of the Storm.** You have Resistance|XPHB to Lightning and Thunder damage. While you are XPHB, you have Immunity|XPHB to Lightning and Thunder damage.

**Storm's Strength.** Creatures have Disadvantage|XPHB on saving throws against your spells that deal Lightning or Thunder damage.

*Source: FRHoF*",FRHoF,feat;frhof
feat,Boon of the Night Spirit,,"## Boon of the Night Spirit

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Merge with Shadows.** While within Dim Light|XPHB or Darkness|XPHB, you can give yourself the XPHB condition as a Bonus Action|XPHB. The condition ends on you immediately after you take an action, a Bonus Action|XPHB, or a Reaction|XPHB.

**Shadowy Form.** While within Dim Light|XPHB or Darkness|XPHB, you have Resistance|XPHB to all damage except Psychic and Radiant.

*Source: XPHB*",XPHB,feat;xphb
feat,Boon of the Soul Drinker,,"## Boon of the Soul Drinker

**Prerequisite:** None
**Ability Score Increase:** MAX +30

You gain the following benefits.

**Grave Resistance.** You have Resistance|XPHB to Cold damage and Necrotic damage.

**Siphon Life.** When an enemy within 120 feet of you is reduced to 0 Hit Points|XPHB, you can take a Reaction|XPHB to regain 50 Hit Points|XPHB. Once you use this benefit, you can't use it again until you finish a Short Rest|XPHB|Short or Long Rest|XPHB.

*Source: FRHoF*",FRHoF,feat;frhof
